CheckingStatus;LoanDuration;CreditHistory;LoanPurpose;LoanAmount;ExistingSavings;EmploymentDuration;InstallmentPercent;Sex;OthersOnLoan;CurrentResidenceDuration;OwnsProperty;Age;InstallmentPlans;Housing;ExistingCreditsCount;Job;Dependents;Telephone;ForeignWorker;Risk
no_checking;٤٠;outstanding_credit;retraining;٧٨٤٦;greater_1000;greater_7;٤;male;guarantor;٤;unknown;٥٦;none;free;٢;skilled;١;yes;yes;Risk
no_checking;١٣;all_credits_paid_back;furniture;٧٧٨;less_100;4_to_7;٢;male;none;٢;savings_insurance;٢٢;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٥٠;outstanding_credit;appliances;٧٤٤٣;unknown;greater_7;٤;male;co-applicant;٤;unknown;٥٦;bank;own;٣;unemployed;٢;yes;yes;Risk
0_to_200;٢٥;outstanding_credit;furniture;١٢٤٤;100_to_500;1_to_4;٢;female;none;٣;savings_insurance;٤٠;stores;free;٢;skilled;١;yes;yes;No Risk
0_to_200;٢٥;all_credits_paid_back;radio_tv;٢٤٢٩;500_to_1000;1_to_4;٣;male;none;٣;savings_insurance;٢٩;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;female;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٥;outstanding_credit;furniture;٥٣٧١;500_to_1000;greater_7;٤;male;none;٤;unknown;٤٥;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;٣١;prior_payments_delayed;appliances;٣٤٥٣;500_to_1000;less_1;٣;female;co-applicant;٣;savings_insurance;٢٧;none;own;١;skilled;١;yes;yes;Risk
no_checking;٣٥;prior_payments_delayed;repairs;٥٦٠١;unknown;4_to_7;٤;male;none;٥;car_other;٤٢;none;rent;٢;skilled;١;yes;yes;No Risk
0_to_200;٤;prior_payments_delayed;car_new;٢٥٠;less_100;1_to_4;٢;male;none;٢;real_estate;٢٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٩;credits_paid_to_date;retraining;٥٣٦٨;less_100;4_to_7;٣;female;none;١;unknown;٤٢;none;own;١;skilled;٢;none;yes;No Risk
less_0;٤;no_credits;car_new;٢٥٠;less_100;unemployed;١;male;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٤٨;outstanding_credit;other;٧٠٨٣;500_to_1000;greater_7;٥;male;co-applicant;٤;unknown;٥٣;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;١٨;credits_paid_to_date;car_new;٢٥٠;less_100;unemployed;٢;female;none;٢;real_estate;٢٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٥;outstanding_credit;furniture;٦٢٢١;unknown;4_to_7;٤;male;co-applicant;٥;car_other;٥٤;none;free;٣;management_self-employed;٢;yes;yes;Risk
0_to_200;١٣;credits_paid_to_date;car_new;٢٧١٩;500_to_1000;1_to_4;٣;male;none;٢;savings_insurance;٣٨;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;١٧;prior_payments_delayed;car_new;٤١٨٨;greater_1000;greater_7;٤;male;none;٣;unknown;٤٣;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٥;no_credits;car_new;٤٨٥٥;less_100;unemployed;١;female;none;٣;car_other;٢٥;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢١;prior_payments_delayed;retraining;٥٣٠٨;greater_1000;greater_7;٣;male;none;٣;unknown;٤٠;none;own;٢;skilled;١;none;yes;No Risk
0_to_200;٦;prior_payments_delayed;car_new;٣٤٥٢;less_100;4_to_7;٣;male;co-applicant;٤;car_other;٤٨;none;own;١;skilled;١;none;yes;Risk
no_checking;٢٩;prior_payments_delayed;radio_tv;١٠٢١٣;500_to_1000;less_1;٣;male;none;٤;car_other;٣٨;none;own;٢;management_self-employed;١;none;yes;No Risk
0_to_200;٢٦;all_credits_paid_back;furniture;٣٤١٦;less_100;1_to_4;٣;male;none;١;savings_insurance;١٩;stores;own;١;unskilled;١;none;yes;No Risk
0_to_200;١٣;prior_payments_delayed;radio_tv;٣٩١٠;less_100;less_1;٣;male;none;٣;car_other;٣٦;stores;own;٢;unskilled;١;none;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;٢;female;none;٢;real_estate;٢٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٦;outstanding_credit;other;٨٤٦٤;500_to_1000;4_to_7;٥;male;none;٤;car_other;٤٧;none;free;٢;management_self-employed;١;none;yes;Risk
greater_200;٨;credits_paid_to_date;vacation;٢٦٧٤;less_100;less_1;٣;female;none;٢;savings_insurance;٢١;none;own;٢;management_self-employed;١;none;yes;No Risk
no_checking;٢٧;prior_payments_delayed;appliances;٥٨٩٣;100_to_500;greater_7;٥;female;none;٤;car_other;٤٦;none;free;٢;skilled;١;none;yes;No Risk
greater_200;٢٤;credits_paid_to_date;radio_tv;٥٦٠٠;less_100;less_1;٤;male;none;٣;car_other;٣٨;stores;own;٢;unskilled;١;none;yes;No Risk
0_to_200;٢١;credits_paid_to_date;car_new;٢٤٤٢;less_100;4_to_7;٣;male;none;٤;real_estate;٤٧;none;own;١;management_self-employed;١;none;yes;No Risk
no_checking;١١;credits_paid_to_date;furniture;٢١٨٧;less_100;1_to_4;٣;female;none;٢;real_estate;٣٣;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;٣٦;outstanding_credit;appliances;٥٤٩٥;unknown;greater_7;٥;female;none;٣;unknown;٤٩;none;own;٢;skilled;٢;yes;yes;Risk
no_checking;٨;prior_payments_delayed;radio_tv;٢٢٥٤;100_to_500;greater_7;٤;male;none;٤;savings_insurance;٤٣;none;own;١;management_self-employed;١;none;yes;Risk
less_0;٨;prior_payments_delayed;furniture;١٨٣٢;less_100;4_to_7;٣;male;none;٣;real_estate;٣١;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٧;outstanding_credit;radio_tv;٢٩٩٦;unknown;4_to_7;٤;male;none;٣;savings_insurance;٣٦;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;١٥;credits_paid_to_date;furniture;٣٣٢٢;100_to_500;4_to_7;٣;female;none;٢;car_other;٣٤;none;own;٢;skilled;١;yes;yes;No Risk
no_checking;٩;credits_paid_to_date;car_new;١٨٨٤;less_100;less_1;٢;female;none;٣;savings_insurance;٢٧;stores;own;١;unskilled;١;yes;yes;No Risk
less_0;١٠;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;١;female;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
greater_200;٣٣;prior_payments_delayed;furniture;١٢٣١;100_to_500;1_to_4;٣;male;none;٢;savings_insurance;٤١;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٥;prior_payments_delayed;business;٦٤٥٣;greater_1000;greater_7;٤;male;none;٣;car_other;٤٨;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٧;prior_payments_delayed;furniture;٧١٥٨;100_to_500;greater_7;٥;male;none;٣;car_other;٣٧;stores;own;٢;unskilled;١;none;yes;No Risk
0_to_200;٣١;outstanding_credit;furniture;٥٧٠٢;100_to_500;greater_7;٣;female;none;٤;unknown;٤٧;none;own;٢;skilled;١;yes;yes;Risk
0_to_200;١٤;credits_paid_to_date;car_new;٢٨٨٦;100_to_500;unemployed;١;male;none;١;savings_insurance;٢٩;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٥;prior_payments_delayed;furniture;٢٧٤٦;500_to_1000;greater_7;٣;male;none;١;car_other;٤١;stores;own;٢;skilled;١;none;yes;No Risk
no_checking;٩;prior_payments_delayed;radio_tv;٣٥٣٣;greater_1000;greater_7;٣;male;none;٤;car_other;٣٨;none;own;١;skilled;١;none;yes;No Risk
0_to_200;١٧;prior_payments_delayed;furniture;٢٢٩٢;100_to_500;1_to_4;٣;male;none;٣;car_other;٣٦;none;own;٢;management_self-employed;١;none;yes;Risk
0_to_200;٤;all_credits_paid_back;car_new;٢٥٠;100_to_500;less_1;٢;female;none;٣;real_estate;٢٦;bank;rent;١;unskilled;١;none;yes;No Risk
0_to_200;١٦;prior_payments_delayed;radio_tv;٢٢٠٨;less_100;greater_7;٤;female;none;٣;car_other;٤٣;none;free;٢;skilled;١;yes;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;100_to_500;less_1;١;female;none;٢;savings_insurance;٢١;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٥;credits_paid_to_date;car_new;٣٠١٢;less_100;1_to_4;٢;male;none;١;real_estate;٢٧;none;own;١;skilled;١;none;yes;No Risk
no_checking;٨;prior_payments_delayed;furniture;١٠٧٣;unknown;4_to_7;٣;male;none;٣;car_other;٤٦;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٢٧;prior_payments_delayed;appliances;٤١٦٤;100_to_500;4_to_7;٣;female;none;٤;savings_insurance;٥٤;none;own;١;skilled;١;none;yes;No Risk
no_checking;٢٩;outstanding_credit;repairs;٤٧٩٤;500_to_1000;4_to_7;٤;male;none;٣;unknown;٣٠;none;own;١;skilled;١;yes;yes;No Risk
0_to_200;١٤;credits_paid_to_date;vacation;٢٥١١;100_to_500;1_to_4;٢;female;none;١;real_estate;٢٩;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٠;prior_payments_delayed;radio_tv;٣٤٢٤;greater_1000;1_to_4;٢;male;none;٣;unknown;٢٧;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٤٤;outstanding_credit;appliances;٧٥٣٢;greater_1000;greater_7;٤;male;co-applicant;٣;unknown;٤٧;none;own;٢;skilled;١;none;yes;Risk
no_checking;٤١;credits_paid_to_date;appliances;٢٩٠١;100_to_500;4_to_7;٤;female;none;٣;savings_insurance;٣٦;none;own;١;skilled;١;none;yes;No Risk
no_checking;٣٦;outstanding_credit;repairs;٥٦٧٣;unknown;greater_7;٥;male;none;٤;unknown;٤٨;none;own;٢;skilled;١;none;yes;Risk
greater_200;١٧;credits_paid_to_date;car_new;٢٥٠;greater_1000;less_1;١;male;co-applicant;٢;real_estate;٤٠;none;own;١;skilled;١;yes;yes;No Risk
less_0;١٤;all_credits_paid_back;car_used;١٥٤٣;less_100;less_1;٢;female;none;٢;real_estate;٢١;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_used;١٠٠٨;less_100;unemployed;٢;female;none;٣;real_estate;١٩;none;rent;١;management_self-employed;١;none;yes;No Risk
less_0;١١;prior_payments_delayed;furniture;١٥٤٦;500_to_1000;4_to_7;٣;male;none;٣;savings_insurance;٢٨;none;own;٢;skilled;١;yes;yes;Risk
no_checking;١٠;credits_paid_to_date;car_used;٥٠٥٦;less_100;4_to_7;٣;male;none;٣;savings_insurance;٤٧;none;own;٣;skilled;١;yes;yes;Risk
no_checking;٢٨;outstanding_credit;car_used;٤٩٢٦;500_to_1000;1_to_4;٣;male;none;٣;savings_insurance;٣٨;none;own;٢;skilled;٢;yes;no;Risk
0_to_200;٤٤;prior_payments_delayed;appliances;٥٠٤٥;unknown;greater_7;٤;male;guarantor;٤;unknown;٣٦;stores;free;٢;unskilled;١;yes;yes;No Risk
no_checking;٢٦;prior_payments_delayed;education;٥٧٤٠;100_to_500;4_to_7;٤;female;none;٤;car_other;٤٣;none;own;٢;management_self-employed;١;yes;yes;Risk
no_checking;٣٦;prior_payments_delayed;other;٣١١٤;unknown;4_to_7;٣;male;none;٤;savings_insurance;٢٧;bank;own;١;unemployed;١;none;yes;No Risk
less_0;٢٦;credits_paid_to_date;car_used;٣٢٤٣;less_100;1_to_4;٣;male;none;٣;car_other;٣٦;none;own;١;skilled;١;none;yes;Risk
less_0;٨;all_credits_paid_back;car_used;٢٥٠;100_to_500;unemployed;١;male;none;٢;real_estate;٢٠;bank;rent;١;unemployed;١;none;yes;No Risk
0_to_200;١٥;prior_payments_delayed;vacation;٥٩١٣;less_100;1_to_4;٤;male;none;٢;unknown;٤٠;none;own;٢;management_self-employed;١;none;yes;Risk
no_checking;٢٩;outstanding_credit;appliances;٦٢٣٨;500_to_1000;4_to_7;٣;male;none;٣;car_other;٤١;none;own;١;skilled;١;none;yes;Risk
less_0;١١;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;male;none;١;real_estate;٢٦;bank;rent;١;unskilled;١;none;yes;No Risk
less_0;١٦;prior_payments_delayed;appliances;٢٥٠;less_100;4_to_7;١;male;none;٢;savings_insurance;٢٢;stores;own;١;unskilled;١;none;yes;Risk
less_0;١٣;all_credits_paid_back;car_new;٣٩٣;less_100;4_to_7;٣;male;none;٢;real_estate;٢٨;none;own;١;skilled;١;none;yes;No Risk
less_0;٧;all_credits_paid_back;car_used;٢٥٠;less_100;less_1;٢;female;none;١;real_estate;١٩;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٩;prior_payments_delayed;car_used;٨٨٦٢;unknown;greater_7;٥;male;co-applicant;٥;unknown;٥٣;none;free;٣;skilled;٢;yes;yes;Risk
less_0;١٢;all_credits_paid_back;furniture;٢٥٠;less_100;1_to_4;١;female;none;١;real_estate;٢٥;stores;rent;١;skilled;١;none;yes;No Risk
0_to_200;١٦;credits_paid_to_date;furniture;٣٨٨١;less_100;less_1;٢;female;co-applicant;٣;savings_insurance;٤٣;none;own;١;skilled;١;yes;yes;Risk
0_to_200;٤;all_credits_paid_back;car_used;٢٥٠;less_100;1_to_4;٢;female;none;١;savings_insurance;٢٢;none;rent;١;skilled;١;none;yes;No Risk
less_0;١٠;credits_paid_to_date;car_used;٦٥٢;less_100;4_to_7;٢;male;none;١;savings_insurance;٣٣;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٣٢;credits_paid_to_date;car_used;٢٧٠٣;100_to_500;4_to_7;٤;male;none;٤;car_other;٣١;bank;own;١;unemployed;١;yes;yes;No Risk
less_0;١٣;all_credits_paid_back;car_used;١٨٢٠;100_to_500;unemployed;٢;female;none;٣;car_other;٢٨;none;rent;٢;skilled;٢;none;yes;No Risk
no_checking;٢٥;prior_payments_delayed;radio_tv;١٦٦٨;100_to_500;4_to_7;٣;female;none;٤;savings_insurance;٤٩;none;free;١;skilled;١;yes;yes;Risk
no_checking;٤٠;prior_payments_delayed;appliances;٧٣٠١;greater_1000;greater_7;٥;male;co-applicant;٤;savings_insurance;٤٨;none;free;٣;skilled;٢;yes;yes;Risk
no_checking;٤١;outstanding_credit;repairs;٣٤٢٣;unknown;greater_7;٥;male;none;٥;savings_insurance;٥٦;none;free;٢;skilled;١;yes;yes;Risk
no_checking;٣٠;prior_payments_delayed;appliances;٦٧٠٣;unknown;greater_7;٤;male;none;٣;car_other;٥٤;none;own;٢;skilled;١;yes;yes;No Risk
0_to_200;٢٢;credits_paid_to_date;repairs;٨١٢;less_100;4_to_7;٣;male;none;٢;savings_insurance;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
0_to_200;١٣;prior_payments_delayed;furniture;٢٧٣٥;500_to_1000;4_to_7;٢;female;none;٣;savings_insurance;٤٥;stores;rent;٢;skilled;١;none;yes;Risk
less_0;٢٨;credits_paid_to_date;radio_tv;٥٣٠;less_100;1_to_4;٢;male;none;٢;real_estate;٣٢;stores;own;١;skilled;١;none;yes;No Risk
less_0;١٧;credits_paid_to_date;retraining;٢١١٩;less_100;1_to_4;٣;female;none;٢;savings_insurance;٢٣;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٢٦;outstanding_credit;furniture;٣٥٧٣;greater_1000;greater_7;٥;female;none;٥;car_other;٣٩;none;own;٢;skilled;١;none;yes;Risk
no_checking;٢٥;prior_payments_delayed;education;٦٩٢١;greater_1000;greater_7;٤;male;none;٣;unknown;٥٠;none;own;٣;skilled;٢;yes;yes;Risk
0_to_200;٤;credits_paid_to_date;car_new;١٦٥٢;500_to_1000;1_to_4;٣;male;none;٣;savings_insurance;٢٨;none;rent;١;skilled;٢;none;yes;No Risk
less_0;٢٣;prior_payments_delayed;furniture;٣٣٧٩;less_100;greater_7;٤;male;none;٢;car_other;٤٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;١٧;credits_paid_to_date;car_new;٢٧٢٠;100_to_500;1_to_4;٣;male;none;٤;savings_insurance;٣٤;none;rent;١;management_self-employed;١;none;yes;No Risk
less_0;٢٠;prior_payments_delayed;retraining;٢٣٠٥;less_100;greater_7;٤;female;none;٣;car_other;٤٥;none;own;٢;skilled;١;yes;no;Risk
less_0;١٤;prior_payments_delayed;repairs;٢٥٠;less_100;unemployed;١;male;none;١;real_estate;١٩;bank;rent;١;unemployed;١;none;yes;No Risk
greater_200;٢٤;credits_paid_to_date;furniture;٣٤٢٨;500_to_1000;4_to_7;٤;male;none;٤;savings_insurance;٣٨;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;less_1;٢;male;none;٢;savings_insurance;٢٣;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٠;prior_payments_delayed;vacation;٥٥٨٥;500_to_1000;4_to_7;٥;male;none;٤;car_other;٤٢;none;own;٢;skilled;١;yes;yes;No Risk
less_0;١٧;prior_payments_delayed;car_new;٣٣٦٦;less_100;1_to_4;٢;female;none;٢;car_other;٣١;stores;own;١;skilled;١;none;yes;No Risk
no_checking;٢٦;prior_payments_delayed;car_used;٧١٩٢;100_to_500;1_to_4;٣;male;none;٣;car_other;٥٠;stores;own;٢;unskilled;١;yes;yes;No Risk
no_checking;٢٧;prior_payments_delayed;appliances;٦٩٣٢;100_to_500;4_to_7;٥;female;none;٤;car_other;٣٥;none;own;١;management_self-employed;١;yes;yes;Risk
no_checking;٣٣;prior_payments_delayed;furniture;٤٦٠٣;500_to_1000;greater_7;٤;male;none;٣;unknown;٥٩;none;own;٢;skilled;١;yes;yes;Risk
no_checking;١٩;credits_paid_to_date;car_new;١٠٠٥;500_to_1000;1_to_4;٢;female;none;٣;real_estate;٣٣;bank;own;١;unskilled;١;yes;yes;No Risk
0_to_200;١٥;credits_paid_to_date;furniture;٣٤٨١;500_to_1000;1_to_4;٢;male;none;٣;car_other;٤٣;none;own;١;skilled;٢;yes;yes;No Risk
no_checking;٢١;credits_paid_to_date;retraining;٤٧٨٩;100_to_500;greater_7;٣;male;none;٤;savings_insurance;٤٣;none;own;٢;management_self-employed;١;yes;yes;Risk
no_checking;٣٢;outstanding_credit;vacation;٦٤٨٣;500_to_1000;4_to_7;٣;female;none;٤;unknown;٤٤;none;own;٢;skilled;١;yes;yes;Risk
greater_200;٢٢;credits_paid_to_date;car_used;٢٥٠;less_100;1_to_4;٣;female;none;٣;real_estate;٣٧;none;own;١;skilled;١;none;yes;No Risk
less_0;٩;no_credits;car_new;٤٣٨;less_100;unemployed;١;male;co-applicant;٢;savings_insurance;٣٠;stores;own;٢;unskilled;١;none;yes;No Risk
less_0;١١;all_credits_paid_back;furniture;٨٥٠;less_100;less_1;٢;male;none;٢;savings_insurance;١٩;none;rent;١;skilled;١;none;yes;No Risk
no_checking;٢٨;prior_payments_delayed;car_used;٤٦٤٩;100_to_500;4_to_7;٤;female;none;٣;savings_insurance;٤٤;none;own;٢;skilled;١;none;yes;Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;1_to_4;١;male;none;٢;real_estate;١٩;stores;rent;٢;unskilled;١;none;yes;Risk
no_checking;٣٠;prior_payments_delayed;car_used;٥٢٤١;100_to_500;1_to_4;٢;male;none;٣;savings_insurance;٣٧;none;own;١;skilled;٢;yes;yes;Risk
0_to_200;٤٢;prior_payments_delayed;repairs;١٤٢٠;500_to_1000;greater_7;٣;female;none;٢;car_other;٢٦;stores;own;١;unskilled;١;none;yes;No Risk
greater_200;٢١;credits_paid_to_date;car_used;٣١٧٠;greater_1000;greater_7;٣;male;none;٢;savings_insurance;٤١;none;rent;١;skilled;١;none;yes;Risk
0_to_200;٢٨;credits_paid_to_date;radio_tv;٣٣٧;100_to_500;less_1;١;female;none;٢;car_other;٢١;stores;own;١;skilled;١;none;yes;No Risk
0_to_200;٢١;credits_paid_to_date;car_new;٢٦٣٨;less_100;1_to_4;٣;male;none;٣;savings_insurance;٢٧;none;own;٢;skilled;١;yes;yes;Risk
no_checking;٣٠;prior_payments_delayed;radio_tv;٩٥٦٠;100_to_500;4_to_7;٣;male;co-applicant;٣;unknown;٣٩;none;free;٢;skilled;١;none;yes;Risk
0_to_200;١٨;prior_payments_delayed;radio_tv;٤٥٦٠;500_to_1000;1_to_4;٣;male;none;٢;savings_insurance;٣٢;none;own;١;skilled;١;none;yes;No Risk
no_checking;٤٥;prior_payments_delayed;other;٦٥٨٠;500_to_1000;4_to_7;٤;male;none;٤;car_other;٣٢;none;own;١;skilled;١;yes;yes;No Risk
less_0;٢٠;prior_payments_delayed;radio_tv;١٠٢٣;100_to_500;greater_7;٣;male;none;٢;savings_insurance;٣٣;none;rent;٢;skilled;١;none;yes;No Risk
0_to_200;٤;all_credits_paid_back;car_new;٣٣٢;less_100;1_to_4;٢;male;none;٣;real_estate;١٩;none;rent;١;management_self-employed;١;none;yes;No Risk
less_0;١٣;prior_payments_delayed;furniture;٦٩٠;less_100;1_to_4;٣;male;none;٣;savings_insurance;٢٧;none;own;١;skilled;٢;yes;yes;No Risk
less_0;٤;no_credits;car_new;٢٥٠;less_100;unemployed;١;female;none;١;real_estate;٢٠;none;rent;٢;skilled;١;none;yes;No Risk
no_checking;٤٤;prior_payments_delayed;radio_tv;٥٢٧٥;unknown;greater_7;٥;male;co-applicant;٥;unknown;٥٣;none;free;٢;skilled;٢;yes;yes;Risk
no_checking;٤٨;outstanding_credit;other;٨٣١٠;500_to_1000;4_to_7;٥;male;co-applicant;٤;unknown;٣٦;none;free;٢;skilled;٢;yes;yes;Risk
0_to_200;١٩;prior_payments_delayed;retraining;٣٩٤٤;100_to_500;1_to_4;٢;female;none;٢;car_other;٤٣;none;own;٢;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;education;٢٥٠;100_to_500;less_1;١;male;none;٢;real_estate;١٩;none;rent;١;skilled;١;none;yes;No Risk
0_to_200;٢٦;credits_paid_to_date;retraining;٢٩٨٧;100_to_500;less_1;٢;female;none;٢;savings_insurance;٣٩;none;own;١;skilled;١;none;yes;No Risk
less_0;٤;all_credits_paid_back;car_new;٢٥٠;less_100;unemployed;١;female;none;٢;real_estate;١٩;bank;rent;١;unskilled;١;none;yes;No Risk
no_checking;٣٩;prior_payments_delayed;repairs;٦٤١٨;500_to_1000;4_to_7;٥;male;none;٤;car_other;٤٣;none;free;٢;management_self-employed;١;yes;no;No Risk
less_0;٦;prior_payments_delayed;car_new;١٩١٨;less_100;less_1;٢;male;none;١;car_other;١٩;none;own;١;skilled;١;none;yes;Risk
no_checking;٣١;prior_payments_delayed;business;٦٨١١;100_to_500;1_to_4;٣;male;none;٤;savings_insurance;٥٦;none;own;٢;management_self-employed;٢;yes;yes;No Risk
less_0;٤;credits_paid_to_date;car_new;٢٥٠;less_100;1_to_4;١;female;none;٢;car_other;٣١;none;own;١;skilled;١;yes;yes;No Risk
no_checking;٤٠;prior_payments_delayed;vacation;٦٧٩٥;greater_1000;4_to_7;٣;female;co-applicant;٢;unknown;٤٠;bank;own;٢;unskilled;٢;yes;yes;Risk
0_to_200;٣٣;outstanding_credit;vacation;١٠٠٦;500_to_1000;4_to_7;٤;male;none;٣;car_other;٢٦;none;own;٢;skilled;١;none;yes;No Risk
less_0;٢٠;credits_paid_to_date;car_used;٤٠٤٢;500_to_1000;4_to_7;٣;male;co-applicant;٢;car_other;٤٠;none;own;١;skilled;١;yes;yes;Risk
0_to_200;١٧;credits_paid_to_date;car_new;٢٥٠;less_100;less_1;١;female;none;١;real_estate;٢٧;none;own;١;skilled;١;none;yes;No Risk
0_to_200;٢٥;credits_paid_to_date;retraining;٤٤١١;less_100;4_to_7;٢;male;none;١;savings_insurance;٣٥;stores;own;٢;skilled;١;none;yes;No Risk
